Prdha	Minor_code	Minor_name	Major_code	Major_code_2	Major_name	SubFran_code	SubFran_code_2	SubFran_name	Fran_code	Fran_name	WorldFran_code	WorldFran_code_2	WorldFran_name	PubRep_code	PubRep_name
029506750675048152	048152	Chem All Other Reagents	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048166	048166	VITROS 4600 System	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048181	048181	Chem Classic Slides	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048182	048182	Chem Special Slides	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048183	048183	Chem Protein Sld ex dHDL	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048184	048184	Chem TDM/TOX Slides	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048187	048187	Desktop Analyzers	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048601	048601	Chem Rental Revenue	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048602	048602	Chem Consumables	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750675048603	048603	Desktop Consumables	030675	0675	Clinical Chemistry	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040291	040291	T3U	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040293	040293	Myoglobin	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040826	040826	b-HCG GenII 2	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040827	040827	Troponin I Gen 2	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040828	040828	NT-proBNP	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040829	040829	HBsAg ES	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676040830	040830	aHAV Total	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041245	041245	Eci Service & Parts	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041246	041246	Eci Consumables	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041417	041417	Vitamin D	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041418	041418	TT4	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041419	041419	TT3	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041420	041420	FT4	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041421	041421	FT3	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041422	041422	TSH	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041424	041424	LH	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041425	041425	FSH	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041426	041426	b-HCG	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041427	041427	Prolactin	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041428	041428	Estradiol	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041429	041429	Progesterone	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041431	041431	Testosterone	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041432	041432	Cortisol	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041434	041434	Ferritin	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041436	041436	B12	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041437	041437	Folate	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041439	041439	CK-MB	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041441	041441	Troponin I	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041443	041443	AFP	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041444	041444	CA125	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041446	041446	CA 19-9	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041447	041447	CA15-3	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041448	041448	CEA	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041449	041449	PSA	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041451	041451	aHBs	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041452	041452	HBsAg	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041453	041453	HIV 1/2	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041454	041454	aHCV	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041455	041455	HBsAg Confirmatory	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041456	041456	aHBe	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041457	041457	aHBc	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041458	041458	aHBc IgM	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041459	041459	aHAV IgM	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041466	041466	HBeAg	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676041468	041468	NTx	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048087	048087	Rubella IgG	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048088	048088	Rubella IgM	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048089	048089	Toxo IgG	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048091	048091	Toxo IgM	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048092	048092	CMV IgG	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048093	048093	CMV IgM	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048095	048095	ECi Accessories	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048155	048155	Eci/ECi Q Analyzers	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048156	048156	Other Eci Wells	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048158	048158	ECi/ECi Q Rental Revenue	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506750676048165	048165	VITROS 3600 Imm System	030676	0676	Immunodiagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506751318048605	048605	Other Clinical Labs Prd	031318	1318	Other Clinical Labs	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506758163048163	048163	HCV Diagnostics	038163	8163	HCV Diagnostics	020675	0675	Clinical Labs	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506770677040617	040617	Other Revenue	030677	0677	Ttl Other Revenue	020677	0677	Other Revenue	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506770677040674	040674	Shipping & Handling Rev	030677	0677	Ttl Other Revenue	020677	0677	Other Revenue	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506770677040679	040679	Consulting Revenue	030677	0677	Ttl Other Revenue	020677	0677	Other Revenue	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029506778604048604	048604	IDEXX Slides	038604	8604	IDEXX	020677	0677	Other Revenue	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029580548054048050	048050	RhoGAM	038054	8054	Total RhoGAM	028054	8054	RhoGAM	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029580548054048053	048053	MicRhoGAM	038054	8054	Total RhoGAM	028054	8054	RhoGAM	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206040639	040639	Syphilis	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206040641	040641	CMV	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206040904	040904	Chagas ELISA	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206041242	041242	Donor Scr CPRR Rev	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048059	048059	Donor Scr Service & Parts	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048134	048134	HIV Riba	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048135	048135	Arriba Kits	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048136	048136	HCV Riba	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048137	048137	HIV 1/2	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048160	048160	HBsAg	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048162	048162	HCV Screening	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048164	048164	HBC	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048169	048169	HTLV-I/II	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048178	048178	Non-J&J Donor Scr Prds	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048180	048180	Other Donor Scr Rgnts	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048190	048190	Donor Scr Instr	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029582068206048192	048192	Donor Scr Accessories & Cons	038206	8206	Donor Screening	028206	8206	Donor Screening	010295	OCD	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029505900590047910	047910	Instrumentation	030590	0590	Therakos	020590	0590	Therakos	010590	Therakos	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029505900590047912	047912	Procedural Kits	030590	0590	Therakos	020590	0590	Therakos	010590	Therakos	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029505900590047914	047914	Photosette	030590	0590	Therakos	020590	0590	Therakos	010590	Therakos	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029505900590047920	047920	All Oth Therakos Products	030590	0590	Therakos	020590	0590	Therakos	010590	Therakos	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029581758175040699	040699	Molecular Diagnostics	038175	8175	Veridex	028175	8175	Veridex	018175	Veridex	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029581758175040757	040757	Cellular Diagnostics	038175	8175	Veridex	028175	8175	Veridex	018175	Veridex	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
029581758175040758	040758	Other Veridex Biosystems	038175	8175	Veridex	028175	8175	Veridex	018175	Veridex	M00295	0295	Diagnostics	MM9999	Medical Devices and Diag
063006300630048340	048340	OT Ultra Plus Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048347	048347	Strips All Other	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048357	048357	OT Nova Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048367	048367	OT Ultra Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048386	048386	OT Select Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048389	048389	OT Vita Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048394	048394	OT Verio Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300630048399	048399	OT Select Plus Strips	030630	0630	Strips	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048346	048346	Meters All Other	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048348	048348	OT Nova Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048366	048366	OT Ultra Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048381	048381	OT Ultra Plus Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048385	048385	OT Select Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048388	048388	OT Vita Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048393	048393	OT Verio Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300640048398	048398	OT Select Plus Meters	030640	0640	Meters	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300650048342	048342	Ancillaries/Informatics	030650	0650	Ancillaries	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063006300650048343	048343	Lancets	030650	0650	Ancillaries	020630	0630	BGM	010630	BGM	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002400042401	042401	Animas IR Legacy Pumps	032400	2400	Durable Pump	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002400042409	042409	OT Ping	032400	2400	Durable Pump	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002400042411	042411	Libertas HHM	032400	2400	Durable Pump	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002400043893	043893	OT Vibe	032400	2400	Durable Pump	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002420042404	042404	Cartridges	032420	2420	Cartridges	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002440042405	042405	Infusion Sets	032440	2440	Infusion Sets	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002460042461	042461	Dexcom	032460	2460	Dexcom	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063024002480043894	043894	Ancillaries & Misc	032480	2480	Miscellaneous	022400	2400	Durable Insulin Delivery	012400	Durable Insulin Delivery	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063027002700042701	042701	Accessories	032700	2700	Mealtime Bolus Pump	022700	2700	Mealtime Bolus Pump	012700	Mealtime Bolus Pump	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063027002700042702	042702	Inserter	032700	2700	Mealtime Bolus Pump	022700	2700	Mealtime Bolus Pump	012700	Mealtime Bolus Pump	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063027002700042703	042703	2U Pump	032700	2700	Mealtime Bolus Pump	022700	2700	Mealtime Bolus Pump	012700	Mealtime Bolus Pump	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
063027002700042704	042704	1U Pump	032700	2700	Mealtime Bolus Pump	022700	2700	Mealtime Bolus Pump	012700	Mealtime Bolus Pump	M00630	0630	Diabetes Care	MM9999	Medical Devices and Diag
130013001300041300	041300	PC IOL's	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041301	041301	TORIC IOL's	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041302	041302	MONOFOCAL IOL's	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041303	041303	Phaco & Packs	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041304	041304	LCS Equipment	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041305	041305	LCS Procedure	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041306	041306	OVD	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041307	041307	Service	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130013001300041308	041308	Other Cararact	031300	1300	Cataract 	021300	1300	Total Cataract 	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130014001400041400	041400	Procedures	031400	1400	Refractive	021400	1400	Total Refractive	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130014001400041402	041402	Equipment	031400	1400	Refractive	021400	1400	Total Refractive	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130014001400041404	041404	Other Refractive	031400	1400	Refractive	021400	1400	Total Refractive	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130017001700041700	041700	MPS	031700	1700	Consumer Eye Health	021700	1700	Total Consumer Eye Health	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130017001700041702	041702	Peroxides	031700	1700	Consumer Eye Health	021700	1700	Total Consumer Eye Health	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130017001700041704	041704	Tears	031700	1700	Consumer Eye Health	021700	1700	Total Consumer Eye Health	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130017001700041706	041706	Other CEH	031700	1700	Consumer Eye Health	021700	1700	Total Consumer Eye Health	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130019001900041900	041900	Activator	031900	1900	Dry Eye	021900	1900	Dry Eye	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130019001900041902	041902	Treatment Devices	031900	1900	Dry Eye	021900	1900	Dry Eye	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130019001900041904	041904	Diagnostics	031900	1900	Dry Eye	021900	1900	Dry Eye	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
130019001900041906	041906	Services & Other	031900	1900	Dry Eye	021900	1900	Dry Eye	011300	Medical Optics	M01300	1300	Medical Optics	MM9999	Medical Devices and Diag
070407040704040762	040762	EVRA	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040768	040768	RISPERDAL CONSTA	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040769	040769	TYLENOL Rx/PERDOLAN Rx	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040770	040770	CAELYX	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040853	040853	ZEFTERA	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040854	040854	DORIBAX	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040856	040856	Other Anti-Allergy/Resp	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040857	040857	Other Anti-Infective	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040858	040858	Other Anti-Fungal	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040859	040859	Other CNS	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040860	040860	Other Gastro-Intestinals	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040861	040861	Other Hematology	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040864	040864	Other Oncology	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040865	040865	Other Reproductive Med	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040866	040866	Other Urology	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040867	040867	IONSYS	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
070407040704040868	040868	Other Pain Management	030704	0704	Base Pharma	020704	0704	Base Pharma	010704	Base Pharma	P00704	0704	Base Pharma	PP6999	Pharmaceuticals
